GEOID,population
26001000100,1644.0
26001970100,2448.0
26001970400,2773.0
26001970500,1923.0
26001970600,1350.0
26001990000,0.0
26003000100,3471.0
26003000200,2357.0
26003000300,3083.0
26003990000,0.0
26005030200,3409.0
26005030301,3110.0
26005030302,5054.0
26005030402,6655.0
26005030403,4521.0
26005030404,3329.0
26005030501,3151.0
26005030502,4898.0
26005030600,5274.0
26005030702,4949.0
26005030703,3128.0
26005030704,5146.0
26005030801,1922.0
26005030802,3315.0
26005030901,2809.0
26005030902,2563.0
26005031001,3034.0
26005031002,3164.0
26005031101,3524.0
26005031102,3204.0
26005031200,5634.0
26005031300,4873.0
26005031800,5288.0
26005031900,4741.0
26005032000,5296.0
26005032100,4517.0
26005032200,5601.0
26005032401,1684.0
26005032402,4217.0
26005032600,1408.0
26005990000,0.0
26007000101,1215.0
26007000102,3285.0
26007000200,4114.0
26007000300,3431.0
26007000400,2901.0
26007000500,1866.0
26007000600,3111.0
26007000700,3018.0
26007000800,3289.0
26007000900,2683.0
26007990000,0.0
26009960100,2758.0
26009960200,3157.0
26009960300,2826.0
26009960401,897.0
26009960402,2145.0
26009960501,2006.0
26009960502,1328.0
26009960600,3201.0
26009960701,3194.0
26009960702,1915.0
26009990000,0.0
26011970100,2207.0
26011970200,3174.0
26011970300,2884.0
26011970400,2754.0
26011970500,3990.0
26011990000,0.0
26011990100,0.0
26013000100,4106.0
26013000200,4143.0
26013990100,0.0
26015010100,5684.0
26015010200,5800.0
26015010301,3866.0
26015010302,5298.0
26015010401,3375.0
26015010403,3469.0
26015010404,1688.0
26015010500,3382.0
26015010601,3631.0
26015010602,2932.0
26015010700,4811.0
26015010800,3477.0
26015011301,4717.0
26015011302,3730.0
26015011401,2782.0
26015011402,3372.0
26017280300,1306.0
26017280400,2646.0
26017280500,3145.0
26017280600,2629.0
26017280700,3001.0
26017280800,3803.0
26017280900,2767.0
26017281000,3778.0
26017281300,3003.0
26017285100,3377.0
26017285201,5587.0
26017285202,4094.0
26017285300,4616.0
26017285400,3664.0
26017285500,6874.0
26017285600,7178.0
26017285700,3793.0
26017285800,5954.0
26017285900,5300.0
26017286000,2812.0
26017286101,3956.0
26017286102,3233.0
26017286200,5015.0
26017286300,3427.0
26017286400,2346.0
26017286500,1909.0
26017286600,4837.0
26017990000,0.0
26019000101,4973.0
26019000102,3093.0
26019000200,3036.0
26019000300,1871.0
26019000400,1885.0
26019000500,3068.0
26019990000,0.0
26021000300,1627.0
26021000400,1939.0
26021000500,2204.0
26021000600,3050.0
26021000700,2914.0
26021000801,2151.0
26021000802,2733.0
26021000900,2037.0
26021001000,1791.0
26021001100,4153.0
26021001300,2062.0
26021001400,4395.0
26021001500,3329.0
26021001600,2323.0
26021001700,4821.0
26021001800,5108.0
26021001900,2124.0
26021002000,3716.0
26021002100,2327.0
26021002200,2722.0
26021002300,1904.0
26021002400,1783.0
26021002500,2176.0
26021010100,3263.0
26021010201,3370.0
26021010202,2856.0
26021010300,4925.0
26021010400,2678.0
26021010500,2231.0
26021010600,4867.0
26021011000,2811.0
26021011101,2757.0
26021011102,3063.0
26021011201,1397.0
26021011202,1408.0
26021011301,1775.0
26021011302,1989.0
26021011400,2258.0
26021011500,1451.0
26021011600,1673.0
26021020100,2449.0
26021020200,5267.0
26021020300,2605.0
26021020400,4212.0
26021020500,3263.0
26021020600,3501.0
26021020700,3088.0
26021020900,3514.0
26021021000,5109.0
26021021100,1891.0
26021021200,1665.0
26021021300,4601.0
26021021400,4937.0
26021990000,0.0
26023950100,3714.0
26023950200,3661.0
26023950300,3726.0
26023950800,4496.0
26023950900,2258.0
26023951000,2439.0
26023951100,3182.0
26023951200,4023.0
26023951301,3009.0
26023951302,2568.0
26023951400,4825.0
26023951500,3213.0
26023951600,3563.0
26025000200,3597.0
26025000300,2045.0
26025000500,3198.0
26025000600,2829.0
26025000700,2883.0
26025000800,2650.0
26025000900,3299.0
26025001000,3874.0
26025001100,4224.0
26025001200,2142.0
26025001300,4270.0
26025001400,4553.0
26025001500,6202.0
26025001600,3013.0
26025001700,4523.0
26025001801,2612.0
26025001802,3755.0
26025001900,4226.0
26025002000,4750.0
26025002100,1169.0
26025002200,3289.0
26025002300,3865.0
26025002400,2691.0
26025002500,3511.0
26025002600,1967.0
26025002700,6371.0
26025002800,4291.0
26025002900,2887.0
26025003000,1934.0
26025003100,2891.0
26025003200,2243.0
26025003300,1943.0
26025003400,2116.0
26025003500,2583.0
26025003600,2085.0
26025003700,4483.0
26025003800,4105.0
26025003900,4840.0
26025004000,4046.0
26025004100,2252.0
26027001000,3801.0
26027001100,2862.0
26027001200,3327.0
26027001500,3574.0
26027001600,3718.0
26027001701,3003.0
26027001702,2143.0
26027001801,3235.0
26027001802,4406.0
26027001901,2918.0
26027001902,2220.0
26027002000,4450.0
26027002100,5736.0
26027002201,2598.0
26027002202,3641.0
26029000100,1692.0
26029000200,1407.0
26029000300,2114.0
26029000400,2778.0
26029000500,616.0
26029000800,2918.0
26029000900,1956.0
26029001000,2258.0
26029001100,1671.0
26029001200,3300.0
26029001300,1612.0
26029001400,1385.0
26029001500,2402.0
26029990000,0.0
26031960100,2647.0
26031960200,2748.0
26031960300,4299.0
26031960401,2468.0
26031960402,1231.0
26031960500,2480.0
26031960600,2473.0
26031960700,3537.0
26031960800,3771.0
26031990000,0.0
26033970100,3173.0
26033970200,3349.0
26033970300,4039.0
26033970400,2745.0
26033970500,3390.0
26033970601,2827.0
26033970602,2300.0
26033970700,949.0
26033970800,4373.0
26033970900,4298.0
26033971000,3077.0
26033971100,1503.0
26033980100,0.0
26033980200,1068.0
26033980300,0.0
26033990000,0.0
26033990100,0.0
26035000100,1703.0
26035000200,1269.0
26035000300,2299.0
26035000400,3669.0
26035000500,1424.0
26035000600,4017.0
26035000700,3363.0
26035000800,4215.0
26035000900,1975.0
26035001000,3110.0
26035001301,2657.0
26035001302,1126.0
26037010104,3615.0
26037010105,3515.0
26037010107,4028.0
26037010108,4652.0
26037010201,2090.0
26037010203,1327.0
26037010204,2153.0
26037010300,5517.0
26037010400,4975.0
26037010500,3714.0
26037010600,2457.0
26037010701,2025.0
26037010702,2319.0
26037010801,3572.0
26037010802,4108.0
26037010901,2942.0
26037010902,4496.0
26037011001,3943.0
26037011002,3466.0
26037011101,4871.0
26037011105,2734.0
26037011106,4098.0
26037011200,2278.0
26039960100,2017.0
26039960200,3129.0
26039960300,3880.0
26039960400,2119.0
26039960500,1957.0
26041970100,1592.0
26041970200,2154.0
26041970300,2473.0
26041970400,5577.0
26041970500,4410.0
26041970600,4102.0
26041970700,3630.0
26041970800,4278.0
26041970900,2697.0
26041971000,2676.0
26041971100,3247.0
26041990000,0.0
26041990100,0.0
26043950100,1472.0
26043950200,4647.0
26043950300,4790.0
26043950400,3884.0
26043950500,2969.0
26043950600,4440.0
26043950700,3752.0
26045020101,3286.0
26045020102,3015.0
26045020103,3533.0
26045020104,3315.0
26045020201,2707.0
26045020202,4844.0
26045020302,7409.0
26045020303,3121.0
26045020305,1280.0
26045020306,4059.0
26045020402,2679.0
26045020403,2657.0
26045020404,4808.0
26045020500,3461.0
26045020601,4027.0
26045020602,3227.0
26045020700,3894.0
26045020800,5189.0
26045020901,2814.0
26045020902,4241.0
26045021001,4573.0
26045021002,4443.0
26045021100,5345.0
26045021201,2882.0
26045021202,3508.0
26045021301,3075.0
26045021302,3013.0
26045021401,3644.0
26045021402,4923.0
26047970100,1931.0
26047970201,2591.0
26047970202,3057.0
26047970301,2817.0
26047970302,1657.0
26047970400,2865.0
26047970500,4929.0
26047970600,6269.0
26047970700,3691.0
26047970800,4139.0
26047990000,0.0
26049000100,2164.0
26049000200,1369.0
26049000300,2097.0
26049000400,1149.0
26049000500,1917.0
26049000600,1641.0
26049000700,1923.0
26049000800,862.0
26049000900,2196.0
26049001000,1723.0
26049001100,1662.0
26049001200,2777.0
26049001300,2356.0
26049001400,1260.0
26049001500,1208.0
26049001600,3792.0
26049001700,1310.0
26049001800,1505.0
26049001900,2292.0
26049002000,1135.0
26049002200,1320.0
26049002300,1393.0
26049002400,2596.0
